,Y0,Ymax,Nymax,Jprob
131,0.0,2.5,70.0,7.618619593767086e-08
132,0.0,2.5,80.0,5.8401557275833854e-08
133,0.0,2.5,90.0,4.7009171400678254e-08
134,0.0,2.5,100.0,4.002344594834773e-08
135,0.0,2.5,110.0,3.385913234144472e-08
136,0.0,2.5,120.0,2.7521657186238874e-08
137,0.0,2.5,130.0,2.210955919759686e-08
138,0.0,2.5,140.0,1.7858617051696133e-08
139,0.0,2.5,150.0,1.4646336539934079e-08
140,0.0,2.5,160.0,1.2044789658871766e-08
141,0.0,2.5,170.0,9.823815508283363e-09
142,0.0,2.5,180.0,8.003487250706313e-09
143,0.0,2.5,190.0,6.549600619844059e-09
144,0.0,2.5,200.0,5.405527517622664e-09
145,0.0,2.5,210.0,4.4466240335811664e-09
146,0.0,2.5,220.0,3.606735918212663e-09
147,0.0,2.5,230.0,2.8969184677200052e-09
148,0.0,2.5,240.0,2.3126702544971813e-09
149,0.0,2.5,250.0,1.840832855724891e-09
150,0.0,3.0,10.0,1.1785095577078545e-06
151,0.0,3.0,20.0,1.1785095577078545e-06
152,0.0,3.0,30.0,1.1785095577078545e-06
153,0.0,3.0,40.0,1.1785095577078545e-06
154,0.0,3.0,50.0,1.1785095577078545e-06
155,0.0,3.0,60.0,1.0399448181254004e-06
156,0.0,3.0,70.0,8.264783929100983e-07
157,0.0,3.0,80.0,6.590101759995894e-07
158,0.0,3.0,90.0,5.467479882902722e-07
159,0.0,3.0,100.0,4.7548877438953444e-07
160,0.0,3.0,110.0,4.105675312948124e-07
161,0.0,3.0,120.0,3.4169195702204895e-07
162,0.0,3.0,130.0,2.8096369015527044e-07
163,0.0,3.0,140.0,2.317887226768262e-07
164,0.0,3.0,150.0,1.9359137835918757e-07
165,0.0,3.0,160.0,1.6138100352526693e-07
166,0.0,3.0,170.0,1.3267273832283365e-07
167,0.0,3.0,180.0,1.0840839831530686e-07
168,0.0,3.0,190.0,8.858377423588651e-08
169,0.0,3.0,200.0,7.271930150581845e-08
170,0.0,3.0,210.0,5.9216791639751805e-08
171,0.0,3.0,220.0,4.727794334138945e-08
172,0.0,3.0,230.0,3.7178764826883995e-08
173,0.0,3.0,240.0,2.891279432039106e-08
174,0.0,3.0,250.0,2.231136528293391e-08
175,0.0,3.5,10.0,6.597866560718849e-06
176,0.0,3.5,20.0,6.597866560718849e-06
177,0.0,3.5,30.0,6.597866560718849e-06
178,0.0,3.5,40.0,6.597866560718849e-06
179,0.0,3.5,50.0,6.597866560718856e-06
180,0.0,3.5,60.0,6.001645750828435e-06
181,0.0,3.5,70.0,5.032935305580589e-06
182,0.0,3.5,80.0,4.218913782088358e-06
183,0.0,3.5,90.0,3.6374338246327776e-06
184,0.0,3.5,100.0,3.2474854528704297e-06
185,0.0,3.5,110.0,2.8790422364797686e-06
186,0.0,3.5,120.0,2.4762565510251856e-06
187,0.0,3.5,130.0,2.1068978039679616e-06
188,0.0,3.5,140.0,1.795168625959176e-06
189,0.0,3.5,150.0,1.5431363544477548e-06
190,0.0,3.5,160.0,1.3206477148893153e-06
191,0.0,3.5,170.0,1.1129609093782326e-06
192,0.0,3.5,180.0,9.301035569032522e-07
193,0.0,3.5,190.0,7.750755184913269e-07
194,0.0,3.5,200.0,6.467939488124039e-07
195,0.0,3.5,210.0,5.342423101364671e-07
196,0.0,3.5,220.0,4.3201481203876695e-07
197,0.0,3.5,230.0,3.433830909066238e-07
198,0.0,3.5,240.0,2.691931431462618e-07
199,0.0,3.5,250.0,2.087511875244922e-07
200,0.0,4.0,10.0,2.1603529300576882e-05
201,0.0,4.0,20.0,2.1603529300576882e-05
202,0.0,4.0,30.0,2.1603529300576882e-05
203,0.0,4.0,40.0,2.1603529300576882e-05
204,0.0,4.0,50.0,2.1603529300576882e-05
205,0.0,4.0,60.0,2.019746813243505e-05
206,0.0,4.0,70.0,1.7789401767800475e-05
207,0.0,4.0,80.0,1.5619205569801325e-05
208,0.0,4.0,90.0,1.3959491154684524e-05
209,0.0,4.0,100.0,1.2773469467975204e-05
210,0.0,4.0,110.0,1.161394511278437e-05
211,0.0,4.0,120.0,1.0317211286874879e-05
212,0.0,4.0,130.0,9.083191289000652e-06
213,0.0,4.0,140.0,7.997415124275961e-06
214,0.0,4.0,150.0,7.08201116371652e-06
215,0.0,4.0,160.0,6.238846472940442e-06
216,0.0,4.0,170.0,5.4183125598848485e-06
217,0.0,4.0,180.0,4.665358279167092e-06
218,0.0,4.0,190.0,4.000413385381046e-06
219,0.0,4.0,200.0,3.4280220591174294e-06
220,0.0,4.0,210.0,2.9073173748526643e-06
221,0.0,4.0,220.0,2.417687342510931e-06
222,0.0,4.0,230.0,1.977308568531881e-06
223,0.0,4.0,240.0,1.5944846839071619e-06
224,0.0,4.0,250.0,1.2705327549184666e-06
225,0.0,4.5,10.0,4.695279274507683e-05
226,0.0,4.5,20.0,4.695279274507683e-05
227,0.0,4.5,30.0,4.695279274507683e-05
228,0.0,4.5,40.0,4.695279274507683e-05
229,0.0,4.5,50.0,4.695279274507683e-05
230,0.0,4.5,60.0,4.486398222280426e-05
231,0.0,4.5,70.0,4.1102820417882055e-05
232,0.0,4.5,80.0,3.747477086928881e-05
233,0.0,4.5,90.0,3.4502022593140936e-05
234,0.0,4.5,100.0,3.223020325029392e-05
235,0.0,4.5,110.0,2.994202126371013e-05
236,0.0,4.5,120.0,2.7346070696095278e-05
237,0.0,4.5,130.0,2.4796651345878777e-05
238,0.0,4.5,140.0,2.2467478259171924e-05
239,0.0,4.5,150.0,2.04254276870596e-05
240,0.0,4.5,160.0,1.8475965441206813e-05
241,0.0,4.5,170.0,1.6513779987646407e-05
242,0.0,4.5,180.0,1.464598597170307e-05
243,0.0,4.5,190.0,1.2932338709230843e-05
244,0.0,4.5,200.0,1.1399443318263628e-05
245,0.0,4.5,210.0,9.955368496452894e-06
246,0.0,4.5,220.0,8.549984484945418e-06
247,0.0,4.5,230.0,7.2361723058829345e-06
248,0.0,4.5,240.0,6.045529246874213e-06
249,0.0,4.5,250.0,4.993182180638195e-06
250,0.0,5.0,10.0,7.640688563363112e-05
251,0.0,5.0,20.0,7.640688563363112e-05
252,0.0,5.0,30.0,7.640688563363112e-05
253,0.0,5.0,40.0,7.640688563363112e-05
254,0.0,5.0,50.0,7.640688563363112e-05
255,0.0,5.0,60.0,7.421051609098886e-05
256,0.0,5.0,70.0,7.004709990276078e-05
257,0.0,5.0,80.0,6.574038751179741e-05
258,0.0,5.0,90.0,6.194899318700761e-05
259,0.0,5.0,100.0,5.884006369825988e-05
260,0.0,5.0,110.0,5.562691645333861e-05
261,0.0,5.0,120.0,5.195596344846522e-05
262,0.0,5.0,130.0,4.825603805450391e-05
263,0.0,5.0,140.0,4.476174862177941e-05
264,0.0,5.0,150.0,4.158736230041251e-05
265,0.0,5.0,160.0,3.846758159402227e-05
266,0.0,5.0,170.0,3.5245915232186844e-05
267,0.0,5.0,180.0,3.20843527888053e-05
268,0.0,5.0,190.0,2.9085788637865624e-05
269,0.0,5.0,200.0,2.6309631723850756e-05
270,0.0,5.0,210.0,2.361319179348116e-05
271,0.0,5.0,220.0,2.090900825834067e-05
272,0.0,5.0,230.0,1.8290388799815618e-05
273,0.0,5.0,240.0,1.582281756575241e-05
274,0.0,5.0,250.0,1.3548885616669707e-05
275,0.0,5.5,10.0,0.00010212059026494692
276,0.0,5.5,20.0,0.00010212059026494692
277,0.0,5.5,30.0,0.00010212059026494692
278,0.0,5.5,40.0,0.00010212059026494692
279,0.0,5.5,50.0,0.00010212059026494692
280,0.0,5.5,60.0,0.0001003768754236888
281,0.0,5.5,70.0,9.685482663529456e-05
282,0.0,5.5,80.0,9.28976174248746e-05
283,0.0,5.5,90.0,8.911743140782736e-05
284,0.0,5.5,100.0,8.576942220735585e-05
285,0.0,5.5,110.0,8.222776770354197e-05
286,0.0,5.5,120.0,7.81775062758267e-05
287,0.0,5.5,130.0,7.400510636049606e-05
288,0.0,5.5,140.0,6.994441835789856e-05
289,0.0,5.5,150.0,6.61317286639687e-05
290,0.0,5.5,160.0,6.229520086522984e-05
291,0.0,5.5,170.0,5.825851128792462e-05
292,0.0,5.5,180.0,5.419758833806378e-05
293,0.0,5.5,190.0,5.023548219494934e-05
294,0.0,5.5,200.0,4.645532000885828e-05
295,0.0,5.5,210.0,4.2688688733627755e-05
296,0.0,5.5,220.0,3.88173582052707e-05
297,0.0,5.5,230.0,3.4954157328595326e-05
298,0.0,5.5,240.0,3.118754684353338e-05
299,0.0,5.5,250.0,2.7585380748735364e-05
300,0.0,6.0,10.0,0.00011964441044576334
301,0.0,6.0,20.0,0.00011964441044576334
302,0.0,6.0,30.0,0.00011964441044576334
303,0.0,6.0,40.0,0.00011964441044576334
304,0.0,6.0,50.0,0.00011964441044576334
305,0.0,6.0,60.0,0.00011862368142210347
306,0.0,6.0,70.0,0.00011632347830716792
307,0.0,6.0,80.0,0.00011339739398941135
308,0.0,6.0,90.0,0.00011028303478735057
309,0.0,6.0,100.0,0.0001072595178677382
310,0.0,6.0,110.0,0.0001039873871892748
311,0.0,6.0,120.0,0.00010026120945357378
312,0.0,6.0,130.0,9.634609720359537e-05
313,0.0,6.0,140.0,9.242290924018792e-05
314,0.0,6.0,150.0,8.861756987326003e-05
315,0.0,6.0,160.0,8.471175958159784e-05
316,0.0,6.0,170.0,8.054735490603075e-05
317,0.0,6.0,180.0,7.627124650530253e-05
318,0.0,6.0,190.0,7.199544859069189e-05
319,0.0,6.0,200.0,6.78056903315477e-05
320,0.0,6.0,210.0,6.354158334260066e-05
321,0.0,6.0,220.0,5.907313857734728e-05
322,0.0,6.0,230.0,5.4501097488971443e-05
323,0.0,6.0,240.0,4.991179714240627e-05
324,0.0,6.0,250.0,4.5379754263954504e-05
325,0.0,6.5,10.0,0.00012843039677051433
326,0.0,6.5,20.0,0.00012843039677051433
327,0.0,6.5,30.0,0.00012843039677051433
328,0.0,6.5,40.0,0.00012843039677051433
329,0.0,6.5,50.0,0.00012843039677051433
330,0.0,6.5,60.0,0.0001281353717289357
331,0.0,6.5,70.0,0.00012714761847932682
332,0.0,6.5,80.0,0.0001254680794763386
333,0.0,6.5,90.0,0.00012331934043484288
334,0.0,6.5,100.0,0.00012095242414246092
335,0.0,6.5,110.0,0.00011832460076194394
336,0.0,6.5,120.0,0.00011536148144303863
337,0.0,6.5,130.0,0.00011218408077478345
338,0.0,6.5,140.0,0.00010889699388337474
339,0.0,6.5,150.0,0.00010559406249353264
340,0.0,6.5,160.0,0.00010214242698404755
341,0.0,6.5,170.0,9.842883562501225e-05
342,0.0,6.5,180.0,9.454722042325424e-05
343,0.0,6.5,190.0,9.057730451337396e-05
344,0.0,6.5,200.0,8.65888961429263e-05
345,0.0,6.5,210.0,8.245620096918075e-05
346,0.0,6.5,220.0,7.805964013325676e-05
347,0.0,6.5,230.0,7.346574973529327e-05
348,0.0,6.5,240.0,6.873731106307417e-05
349,0.0,6.5,250.0,6.393513312300881e-05
350,0.0,7.0,10.0,0.00013010425377422353
351,0.0,7.0,20.0,0.00013010425377422353
352,0.0,7.0,30.0,0.00013010425377422353
353,0.0,7.0,40.0,0.00013010425377422353
354,0.0,7.0,50.0,0.00013010425377422353
355,0.0,7.0,60.0,0.00013039807710961968
356,0.0,7.0,70.0,0.0001305288172987154
357,0.0,7.0,80.0,0.0001299968473886398
358,0.0,7.0,90.0,0.00012882974075483986
359,0.0,7.0,100.0,0.0001272235738357852
360,0.0,7.0,110.0,0.0001253768779208344
361,0.0,7.0,120.0,0.00012333254377397396
362,0.0,7.0,130.0,0.00012108289347418192
363,0.0,7.0,140.0,0.00011865732103514079
364,0.0,7.0,150.0,0.00011611003597971607
365,0.0,7.0,160.0,0.000113398126410671
366,0.0,7.0,170.0,0.00011046350563170368
367,0.0,7.0,180.0,0.00010734315622058046
368,0.0,7.0,190.0,0.00010407748167637424
369,0.0,7.0,200.0,0.00010071108160610105
370,0.0,7.0,210.0,9.716602944213887e-05
371,0.0,7.0,220.0,9.3350029621416e-05
372,0.0,7.0,230.0,8.928887149973246e-05
373,0.0,7.0,240.0,8.501267094259301e-05
374,0.0,7.0,250.0,8.055702748612326e-05
375,0.0,7.5,10.0,0.0001268665695199214
376,0.0,7.5,20.0,0.0001268665695199214
377,0.0,7.5,30.0,0.0001268665695199214
378,0.0,7.5,40.0,0.0001268665695199214
379,0.0,7.5,50.0,0.0001268665695199214
380,0.0,7.5,60.0,0.00012757685163232544
381,0.0,7.5,70.0,0.00012853758000104748
382,0.0,7.5,80.0,0.0001289188035149909
383,0.0,7.5,90.0,0.0001285981999825898
384,0.0,7.5,100.0,0.00012771042434605255
385,0.0,7.5,110.0,0.00012662070462582094
386,0.0,7.5,120.0,0.00012546036215910295
387,0.0,7.5,130.0,0.00012412394053851176
388,0.0,7.5,140.0,0.00012257926317590316
389,0.0,7.5,150.0,0.00012084323834591728
390,0.0,7.5,160.0,0.00011895079522455319
391,0.0,7.5,170.0,0.00011689673390055796
392,0.0,7.5,180.0,0.00011466901859727657
393,0.0,7.5,190.0,0.00011227172733938963
394,0.0,7.5,200.0,0.00010972319487554649
395,0.0,7.5,210.0,0.00010699497222748554
396,0.0,7.5,220.0,0.0001040304195495908
397,0.0,7.5,230.0,0.00010081917517414525
398,0.0,7.5,240.0,9.736016378014437e-05
399,0.0,7.5,250.0,9.366212227241599e-05
400,0.0,8.0,10.0,0.00012066622591499883
401,0.0,8.0,20.0,0.00012066622591499883
402,0.0,8.0,30.0,0.00012066622591499883
403,0.0,8.0,40.0,0.00012066622591499883
404,0.0,8.0,50.0,0.00012066622591499883
405,0.0,8.0,60.0,0.00012163845173579474
406,0.0,8.0,70.0,0.00012315316381884708
407,0.0,8.0,80.0,0.0001241933635945706
408,0.0,8.0,90.0,0.00012453431841902784
409,0.0,8.0,100.0,0.00012425430583313084
410,0.0,8.0,110.0,0.00012381739865757738
411,0.0,8.0,120.0,0.00012341311411166636
412,0.0,8.0,130.0,0.00012287014093035934
413,0.0,8.0,140.0,0.00012211173227324234
414,0.0,8.0,150.0,0.0001211244416077554
415,0.0,8.0,160.0,0.00012000259833801637
416,0.0,8.0,170.0,0.00011878497131306928
417,0.0,8.0,180.0,0.00011742272395234855
418,0.0,8.0,190.0,0.00011589115049448148
419,0.0,8.0,200.0,0.000114185960930717
420,0.0,8.0,210.0,0.0001123225663345881
421,0.0,8.0,220.0,0.0001102809136814078
422,0.0,8.0,230.0,0.00010802377707368942
423,0.0,8.0,240.0,0.0001055257348601542
424,0.0,8.0,250.0,0.00010277303764736302
425,0.0,8.5,10.0,0.00011294843009901232
426,0.0,8.5,20.0,0.00011294843009901232
427,0.0,8.5,30.0,0.00011294843009901232
428,0.0,8.5,40.0,0.00011294843009901232
429,0.0,8.5,50.0,0.00011294843009901232
430,0.0,8.5,60.0,0.00011406348079610441
431,0.0,8.5,70.0,0.00011590987617576872
432,0.0,8.5,80.0,0.00011738834600205109
433,0.0,8.5,90.0,0.0001182115901007646
434,0.0,8.5,100.0,0.00011841122598960343
435,0.0,8.5,110.0,0.00011849810917837159
436,0.0,8.5,120.0,0.00011869463049873719
437,0.0,8.5,130.0,0.00011879020822661394
438,0.0,8.5,140.0,0.00011867904738004618
439,0.0,8.5,150.0,0.00011832531712721379
440,0.0,8.5,160.0,0.00011786429250208421
441,0.0,8.5,170.0,0.00011736776640536448
442,0.0,8.5,180.0,0.00011676209067869906
443,0.0,8.5,190.0,0.00011600212439654312
444,0.0,8.5,200.0,0.00011506627544187477
445,0.0,8.5,210.0,0.0001140050547363631
446,0.0,8.5,220.0,0.00011283118081038865
447,0.0,8.5,230.0,0.00011149014882691244
448,0.0,8.5,240.0,0.0001099402068208846
449,0.0,8.5,250.0,0.00010815159785017968
450,0.0,9.0,10.0,0.00010467754668226341
451,0.0,9.0,20.0,0.00010467754668226341
452,0.0,9.0,30.0,0.00010467754668226341
453,0.0,9.0,40.0,0.00010467754668226341
454,0.0,9.0,50.0,0.00010467754668226341
455,0.0,9.0,60.0,0.00010585144141387065
456,0.0,9.0,70.0,0.00010786670051368817
457,0.0,9.0,80.0,0.00010961170075996887
458,0.0,9.0,90.0,0.00011076635466077245
459,0.0,9.0,100.0,0.00011132607445355047
460,0.0,9.0,110.0,0.00011181251661677382
461,0.0,9.0,120.0,0.00011246214867045143
462,0.0,9.0,130.0,0.00011304488565802161
463,0.0,9.0,140.0,0.0001134381886769153
464,0.0,9.0,150.0,0.00011359103216514344
465,0.0,9.0,160.0,0.00011366402868950378
466,0.0,9.0,170.0,0.0001137516565747266
467,0.0,9.0,180.0,0.0001137653312159383
468,0.0,9.0,190.0,0.00011364680439463146
469,0.0,9.0,200.0,0.00011336242824434964
470,0.0,9.0,210.0,0.00011298861089873435
471,0.0,9.0,220.0,0.00011256482652540568
472,0.0,9.0,230.0,0.00011202718099606483
473,0.0,9.0,240.0,0.00011132458748365175
474,0.0,9.0,250.0,0.00011041747299639175
475,0.0,9.5,10.0,9.644732080280956e-05
476,0.0,9.5,20.0,9.644732080280956e-05
477,0.0,9.5,30.0,9.644732080280956e-05
478,0.0,9.5,40.0,9.644732080280956e-05
479,0.0,9.5,50.0,9.644732080280956e-05
480,0.0,9.5,60.0,9.76245891468339e-05
481,0.0,9.5,70.0,9.969681728724343e-05
482,0.0,9.5,80.0,0.00010158324133032064
483,0.0,9.5,90.0,0.00010295165786095069
484,0.0,9.5,100.0,0.00010377065254678672
485,0.0,9.5,110.0,0.00010454977636098039
486,0.0,9.5,120.0,0.00010552672886238113
487,0.0,9.5,130.0,0.00010646556304106493
488,0.0,9.5,140.0,0.00010723596231578965
489,0.0,9.5,150.0,0.00010777747984264776
490,0.0,9.5,160.0,0.00010826406013987674
491,0.0,9.5,170.0,0.00010880425658613236
492,0.0,9.5,180.0,0.00010930192671882383
493,0.0,9.5,190.0,0.00010969143772869309
494,0.0,9.5,200.0,0.00010993149517678018
495,0.0,9.5,210.0,0.00011011616627555222
496,0.0,9.5,220.0,0.0001103052189140443
497,0.0,9.5,230.0,0.00011043109663473854
498,0.0,9.5,240.0,0.00011043864126434459
499,0.0,9.5,250.0,0.0001102833833624685
500,0.0,10.0,10.0,8.859462214887825e-05
501,0.0,10.0,20.0,8.859462214887825e-05
502,0.0,10.0,30.0,8.859462214887825e-05
503,0.0,10.0,40.0,8.859462214887825e-05
504,0.0,10.0,50.0,8.859462214887825e-05
505,0.0,10.0,60.0,8.97407610181661e-05
506,0.0,10.0,70.0,9.179695437308495e-05
507,0.0,10.0,80.0,9.373779132110225e-05
508,0.0,10.0,90.0,9.523249476377133e-05
509,0.0,10.0,100.0,9.623052649113021e-05
510,0.0,10.0,110.0,9.721594634591969e-05
511,0.0,10.0,120.0,9.841951485486346e-05
512,0.0,10.0,130.0,9.960828343386457e-05
513,0.0,10.0,140.0,0.00010065030847371885
514,0.0,10.0,150.0,0.00010148004436279891
515,0.0,10.0,160.0,0.00010227610978883714
516,0.0,10.0,170.0,0.00010315449147149331
517,0.0,10.0,180.0,0.00010401664988202378
518,0.0,10.0,190.0,0.00010479371989412448
519,0.0,10.0,200.0,0.00010544014952817266
520,0.0,10.0,210.0,0.00010606092423520421
521,0.0,10.0,220.0,0.00010673017036605747
522,0.0,10.0,230.0,0.0001073804697393878
523,0.0,10.0,240.0,0.00010795617788384098
524,0.0,10.0,250.0,0.00010841142026712023
525,0.0,10.5,10.0,8.128968673037072e-05
526,0.0,10.5,20.0,8.128968673037072e-05
527,0.0,10.5,30.0,8.128968673037072e-05
528,0.0,10.5,40.0,8.128968673037072e-05
529,0.0,10.5,50.0,8.128968673037072e-05
530,0.0,10.5,60.0,8.238473468872089e-05
531,0.0,10.5,70.0,8.437974616208678e-05
532,0.0,10.5,80.0,8.631677706663127e-05
533,0.0,10.5,90.0,8.787485546243804e-05
534,0.0,10.5,100.0,8.899033363891432e-05
535,0.0,10.5,110.0,9.011486924121405e-05
536,0.0,10.5,120.0,9.146749046330304e-05
537,0.0,10.5,130.0,9.282365236477124e-05
538,0.0,10.5,140.0,9.405378522895817e-05
539,0.0,10.5,150.0,9.509032505977261e-05
540,0.0,10.5,160.0,9.611063875977642e-05
541,0.0,10.5,170.0,9.723329538304223e-05
542,0.0,10.5,180.0,9.836077725615873e-05
543,0.0,10.5,190.0,9.942383762917143e-05
544,0.0,10.5,200.0,0.00010037512068247507
545,0.0,10.5,210.0,0.00010132533272363117
546,0.0,10.5,220.0,0.00010235796551007046
547,0.0,10.5,230.0,0.00010340806295977076
548,0.0,10.5,240.0,0.00010442173632181391
549,0.0,10.5,250.0,0.00010535397425777507
550,0.0,11.0,10.0,7.459997431042662e-05
551,0.0,11.0,20.0,7.459997431042662e-05
552,0.0,11.0,30.0,7.459997431042662e-05
553,0.0,11.0,40.0,7.459997431042662e-05
554,0.0,11.0,50.0,7.459997431042662e-05
555,0.0,11.0,60.0,7.563365079497311e-05
556,0.0,11.0,70.0,7.75414745541326e-05
557,0.0,11.0,80.0,7.943726287561576e-05
558,0.0,11.0,90.0,8.101466637035788e-05
